id,dishName,restaurantID,course,diet,price
5689,Langouste Newburg,14,Japanese Food,Vegetarian,140
5690,Salade Yam - Yam,734,Chinese Food,Non-Vegetarian,500
5691,Langustine (Mediterranean),685,Egyptian Food,Non-Vegetarian,430
5692,"Plum Pudding, Hard and Brandy Sauce",188,Haitian Food,Non-Vegetarian,340
5693,Chicken in jelly,638,Russian Food,Vegetarian,530
5694,Fonds D'Artichants a la Reine,620,Korean Food,Non-Vegetarian,670
5695,"BAVAROIS CHOCOLATE NELUSKO, VANILLA SAUCE",340,German Food,Vegetarian,160
5696,Broiled Breast of Chicken Champetre,130,Algerian Food,Non-Vegetarian,690
5697,Tatarbeefsteak mit Ei garniert,375,Salvadorian Food,Non-Vegetarian,570
5698,"Gavi di Gavi, Villa Scolca",350,Egyptian Food,Vegetarian,560
5699,Pie Selection a la mode,12,Indian Food,Vegetarian,720
5700,"WEDNESDAY - BRISKET OF CORNED BEEF, NEW CABBAGE, PARSLEY POTATOES",727,Italian Food,Non-Vegetarian,550
5701,Planked Shad,64,Korean Food,Non-Vegetarian,160
5702,Filet of red snapper in papillote,445,Italian Food,Non-Vegetarian,400
5703,Parfait vanille et chocolat,430,German Food,Vegetarian,310
5704,"Eschenauer Barsac, 1940 White Wine",692,Tahitian Food,Vegetarian,620
5705,Kraftbruhe in Tassen,552,Swedish Food,Vegetarian,440
5706,RATNER'S FAMOUS BLINTZES Filled with blueberry with sour cream,679,Korean Food,Vegetarian,500
5707,"Bluefish Saute, Bordelaise",485,French Food,Non-Vegetarian,360
5708,"Cold smoked beef tongue, potato salad",680,Libyan Food,Non-Vegetarian,280
5709,"Domaine St. Michelle, blanc de blanc, n.v.",643,Greek Food,Vegetarian,530
5710,Glaces a l'Eau Orange,218,Egyptian Food,Vegetarian,690
5711,Sirloin Steak w. Onions,699,Jewish Food,Non-Vegetarian,680
5712,Ballantines Served with Soda,532,Italian Food,Vegetarian,650
5713,Bass's Ale (Dog's Head),556,Jewish Food,Non-Vegetarian,630
5714,Basket of Seasonal Fruits,451,Egyptian Food,Vegetarian,400
5715,Sardines (portion),330,Polish Food,Non-Vegetarian,270
5716,Mozzarella alla Rom. ,677,French Food,Non-Vegetarian,160
5717,Pesce fritto,401,Italian Food,Non-Vegetarian,590
5718,Hochheimer Dom Dechany,554,Mexican Food,Non-Vegetarian,580
5719,Port or Sherry Eggnog,455,Kenyan Food,Non-Vegetarian,360
5720,"Claret, Chateau Bouillac",700,Libyan Food,Non-Vegetarian,220
5721,"Chicken Long Hut Sliced breast of chicken, dipped in egg batter, crisped and served on a bed of mixed greens with mushrooms, oyster sauce",683,Spanish Food,Non-Vegetarian,600
5722,Pan Fried Pork Chop with Lemon Grass,480,Scottish Food,Vegetarian,440
5723,The Innkeeper Suggests,565,Kenyan Food,Vegetarian,370
5724,Consomme de Gibier,386,Indian Food,Vegetarian,210
5725,aus Kuche und Keller,469,Salvadorian Food,Non-Vegetarian,390
5726,Bortsch in Cup,276,Kenyan Food,Non-Vegetarian,610
5727,Parisienne Potatoes Persillade,82,Welsh Food,Non-Vegetarian,300
5728,Salade coeur de palm,165,Cajun Food,Vegetarian,570
5729,Falstaff,543,American Food,Non-Vegetarian,180
5730,Old fashioned creamy rice pudding,321,Welsh Food,Vegetarian,480
5731,"Egg with Tomato, Mayonnaise",46,Korean Food,Vegetarian,320
5732,"Brauneberger, P. Kaltwasser, Jr.",149,Kenyan Food,Vegetarian,470
5733,Brown Bread Toast and Butter (1),368,Korean Food,Non-Vegetarian,430
5734,Feinschmecker-Salat mit rosa gebratener Entenbrust und gerosteten Steinpilzen,105,Thai Food,Vegetarian,390
5735,gefullte paradeisapfel,657,Tibetan Food,Vegetarian,360
5736,"family sirloin stake, for three, with onions",103,Egyptian Food,Non-Vegetarian,570
5737,Parfait aux marrons,401,Tibetan Food,Vegetarian,570
5738,Erdbeer Auflauf,66,Hawaiian Food,Vegetarian,380
5739,"VEAL CUTLLET SAUTE, PLAIN",426,Kenyan Food,Vegetarian,680
5740,"Rhine and Claret Wine, half schoppen",468,Libyan Food,Non-Vegetarian,670
5741,"A DISH OF ELIZABETHAN PORK  Chunks of pork simmered in wine with spices and fruits, garnished with apricots and salted walnuts",638,Welsh Food,Vegetarian,560
5742,"Gespickter Hasenschlegel in Sauce Creme mit Champignons, Spatzle und Preiselbeeren",279,Portuguese Food,Non-Vegetarian,390
5743,"Filet of bass, vin blanc",485,Canadian Food,Vegetarian,250
5744,crackers and cream (bowl),316,Peruvian Food,Vegetarian,740
5745,*Special fresh fruit cup,665,Egyptian Food,Vegetarian,720
5746,Veal Chow Mein,227,Korean Food,Vegetarian,120
5747,Tourte de Turbot Bonne Femme,232,Peruvian Food,Vegetarian,780
5748,Pol Roger 1928,60,Italian Food,Vegetarian,260
5749,Chateau d'Arsac Salzet,373,Spanish Food,Non-Vegetarian,630
5750,Fried or broiled Premium bacon,129,Indian Food,Non-Vegetarian,570
5751,"Cidre du cru Brut ""Longueville"" (75cl)",318,Korean Food,Non-Vegetarian,500
5752,"Whole Broiled Live Lobster, Drawn Butter",660,Tibetan Food,Vegetarian,750
5753,"Rockaways, clams",422,Polish Food,Vegetarian,360
5754,"single porterhouse steak, mushroom sauce",584,Latvian Food,Vegetarian,130
5755,Esturgeon,292,Egyptian Food,Non-Vegetarian,580
5756,Ox-Tongue with Potato Salad,513,Hawaiian Food,Vegetarian,540
5757,"Omelette with cheese, Bechamel",585,Brazilian Food,Non-Vegetarian,560
5758,Schildkroten,115,Scottish Food,Vegetarian,350
5759,"Braisierte Ochsenzunge, Kastanienmus",162,Irish Food,Non-Vegetarian,640
5760,CORONATION cocktail,682,Algerian Food,Vegetarian,610
5761,"Crab flake cutlet, Newburg sauce",49,Indian Food,Vegetarian,300
5762,Croustade of Kidneys,251,Belgian Foods,Non-Vegetarian,570
5763,"Sweetbreads Braised, new asparagus",358,Thai Food,Vegetarian,170
5764,Kapaunbraten. Aprikosen. Kopf Salat ,566,Scottish Food,Non-Vegetarian,250
5765,Muscadet 1976 Char. de haute Goulaine,651,Belgian Foods,Non-Vegetarian,670
5766,MEURSAULT PERRIERE 1964 E.B. Voillot Buthiau,469,Irish Food,Vegetarian,280
5767,Macedoine Salad,49,Latvian Food,Vegetarian,550
5768,Green turtle au Madere soup,135,Russian Food,Vegetarian,590
5769,Les Feuilletes au Roquefort,44,British Food,Vegetarian,400
5770,Truffled Galantine of Capon,439,Korean Food,Non-Vegetarian,340
5771,No. 101- Sauterne,604,Belgian Foods,Non-Vegetarian,440
5772,Beefsteak minute potatoes Brabant,623,Indian Food,Non-Vegetarian,190
5773,Oeufs Poches a la Charles Quint,634,Indian Food,Non-Vegetarian,730
5774,Orange natur mit Bols dry Gin,34,Russian Food,Vegetarian,570
5775,"Potatoes, a la lyonnaise",108,Canadian Food,Non-Vegetarian,530
5776,Natural Apple,337,Nigerian Food,Non-Vegetarian,610
5777,Piel Bro.'s Beer bottle,315,Spanish Food,Vegetarian,650
5778,"*Braised Shoulder of Veal, Peas Paysanne",474,British Food,Vegetarian,760
5779,Grog von Rumverschnitt....42%,699,Swedish Food,Non-Vegetarian,380
5780,"Melted Cheese Sandwich, Open",231,Greek Food,Non-Vegetarian,430
5781,Spaghetti au Gratin en Casserole,567,Chinese Food,Non-Vegetarian,750
5782,Cigars d'altitude,266,Cajun Food,Vegetarian,280
5783,Franz. Poularde,22,Kenyan Food,Vegetarian,690
5784,"Stuffed Pimientos, Mexicaine",18,German Food,Vegetarian,150
5785,"Boiled Kennebec Salmon, Marguerite",600,Jewish Food,Vegetarian,210
5786,"Roast Indiana Capon, Apple Dressing",594,Canadian Food,Non-Vegetarian,640
5787,"RHINE WINE, VINTAGE, GERMANY",393,Indian Food,Vegetarian,640
5788,"Pine-Apple-Pudding, Raspberrysauce",550,Thai Food,Vegetarian,720
5789,Chicken Alla Siciliana,683,Libyan Food,Vegetarian,450
5790,"Boned Royal Squab, Veronique",259,Irish Food,Non-Vegetarian,420
5791,Ham and Eggs Fried In Butter,402,Salvadorian Food,Non-Vegetarian,370
5792,"Fresh Crab Flake, Plate",447,Canadian Food,Vegetarian,230
5793,Noodle soup with chicken,163,Turkish Food,Vegetarian,550
5794,champagne Pommery Brut,563,Scottish Food,Vegetarian,160
5795,Blue Points dozen,70,Latvian Food,Non-Vegetarian,480
5796,Bordeaux rouge: Carruades de Château Lafite-Rothschild 1951 premier grand cru pauillac,696,British Food,Vegetarian,240
5797,"Roast New England Hen Turkey, Giblet Gravy, SAGE DRESSING, Cranberry Sauce, Green Peas a la Francaise, Candied Sweet Potato",247,French Food,Vegetarian,250
5798,Omelet Alaska,10,Scottish Food,Vegetarian,340
5799,Salads: Chicken,219,Kenyan Food,Non-Vegetarian,710
5800,"Half Southern Fried Chicken (disjointed), Potato, Salad, Fresh Vegetable and Hot Breads and Butter",219,Algerian Food,Vegetarian,280
5801,"Beer, Draught: Michelob",91,Canadian Food,Vegetarian,270
5802,Cold Veal Pie,80,Latvian Food,Vegetarian,560
5803,Filet of Herring a la Russe (p. p.),354,Libyan Food,Vegetarian,160
5804,Camembert or Bleu Cheese with Toasted Crackers,253,Kenyan Food,Vegetarian,550
5805,"Sparkling moselle, cresta blanca",43,Hawaiian Food,Non-Vegetarian,140
5806,Gronstedts X. O.,224,Polish Food,Non-Vegetarian,300
5807,"Noisettes de filet de boeuf, fiananciere",265,Jewish Food,Non-Vegetarian,360
5808,Parfait di Fegato grasso,663,Japanese Food,Vegetarian,690
5809,"Vegetables, Canned",192,Thai Food,Vegetarian,700
5810,Hachis de dinde aux fleurons,223,Welsh Food,Vegetarian,770
5811,Variation of sweets ,382,Irish Food,Non-Vegetarian,420
5812,duckling,150,German Food,Non-Vegetarian,170
5813,Our Famous Corned Beef Sandwich with Cole Slaw,238,Hawaiian Food,Non-Vegetarian,590
5814,Josephofer,205,Cuban Food,Non-Vegetarian,760
5815,Pfannkuchen mit Salat oder Kompott,603,Canadian Food,Vegetarian,670
5816,Ravanelli,691,Indian Food,Vegetarian,400
5817,"Pudding, all sorts",328,Tibetan Food,Non-Vegetarian,650
5818,Hostetter's [Bitters],221,Irish Food,Non-Vegetarian,530
5819,Cracked wheat; cream,11,Latvian Food,Non-Vegetarian,380
5820,Butter Pecan American Ice Cream,1,Cuban Food,Non-Vegetarian,210
5821,Scampi orientalische Art,567,French Food,Non-Vegetarian,430
5822,"Green pasta stuffed with smoked trout/tomato sauce w/ mustard, herbs & vermouth",365,Thai Food,Vegetarian,680
5823,Rhubarb Marmalade,333,Cajun Food,Non-Vegetarian,740
5824,"SUPREMES DE VOLAILLES ""AUX CHAMPIGNONS"" GRATIN DE CHOUX-FLEUR ET POMMES DE TERRE",108,Spanish Food,Non-Vegetarian,300
5825,CHEESE ..Stilton,361,Tahitian Food,Non-Vegetarian,120
5826,Pommery & Greno 1941 Brut,399,Brazilian Food,Vegetarian,310
5827,Two Double French Lamb Chops,276,Italian Food,Vegetarian,350
5828,Salatteller mit Salaten der Saison,370,Japanese Food,Non-Vegetarian,490
5829,Schaefer & Anheuser Busch Beer on draught,549,Japanese Food,Non-Vegetarian,550
5830,Supreme of Avocados Ponce de Leon,230,Haitian Food,Non-Vegetarian,330
5831,Lemon meringue,202,Portuguese Food,Non-Vegetarian,440
5832,Crepes Marcelle,463,Tibetan Food,Non-Vegetarian,720
5833,Potage zurichoise,250,Haitian Food,Non-Vegetarian,610
5834,Mapl. Flakes,183,Latvian Food,Vegetarian,270
5835,Tomatsaft,629,Nigerian Food,Non-Vegetarian,540
5836,"Claret, Pontin, Chateau Pacheteau Red, QT.",270,Chinese Food,Vegetarian,760
5837,Shoo-fly Pie,176,Canadian Food,Non-Vegetarian,130
5838,"Roast Beef sandwich, cold",586,Algerian Food,Non-Vegetarian,170
5839,"Forelle blau, zerlassene Butter, Kartoffeln",222,Algerian Food,Vegetarian,360
5840,Fried Saute or Smothered Onions,739,Thai Food,Vegetarian,760
5841,Chef's Salad Maison,478,Turkish Food,Non-Vegetarian,400
5842,"Roast Prime Rib of Beef, Mashed Turnips, Saratoga Chips",701,British Food,Vegetarian,480
5843,Toledo Beer,474,Russian Food,Non-Vegetarian,230
5844,"PLANKED SIRLOIN STEAK, BOUQUETIERE (for 3)",256,Belgian Foods,Non-Vegetarian,520
5845,Sausages and Mashed,54,British Food,Non-Vegetarian,560
5846,Hamburg Chicken,621,German Food,Vegetarian,690
5847,Ice Cream with Fudge Sauce,305,Korean Food,Non-Vegetarian,570
5848,"Roast Squab Chicken, Compote Potatoes Gaufret, Lettuce and Tomatos Salad",663,Salvadorian Food,Non-Vegetarian,730
5849,"Plain Lobster, Cold, Half; ",377,Libyan Food,Vegetarian,330
5850,"Sardine, sandwich",59,Chinese Food,Non-Vegetarian,540
5851,Boiled Keonebec Salmon a la Matelote Normande,30,Spanish Food,Vegetarian,190
5852,Chicken Gumbo or English Beef Soup with Crackers,141,Cuban Food,Non-Vegetarian,600
5853,deerfoot sausages,655,Algerian Food,Non-Vegetarian,610
5854,"Crackers and milk, bowl",22,Belgian Foods,Non-Vegetarian,620
5855,"Sirloin, for three, with bordelaise",726,Hawaiian Food,Non-Vegetarian,190
5856,"Loin of Veal, Dauphine",568,Hawaiian Food,Non-Vegetarian,510
5857,Fried Filet of Dover Sole Monte Carlo,255,Polish Food,Vegetarian,780
5858,Kalbsfricandeau mit Champignon,89,American Food,Non-Vegetarian,290
5859,Bacalao en Naranja Agria - Egg Fried Fresh Cod in Paprika and Orange Sauce,310,Scottish Food,Vegetarian,230
5860,marschion Bols,308,Chinese Food,Non-Vegetarian,190
5861,"CHICKEN LIVES SAUTE, MADERE, RIZOTTO VALENCIENNE",216,Tahitian Food,Vegetarian,680
5862,"FILET OF STRIPED BASS AU SAUTERN, Sliced Cucumbers, Pommes Hollandaise",554,Welsh Food,Non-Vegetarian,700
5863,HALF CAPON WITH WILD RICE,76,Greek Food,Vegetarian,700
5864,Fricassee of Oysters,528,Cuban Food,Non-Vegetarian,740
5865,Whiskey et Gin,367,French Food,Vegetarian,340
5866,Pepita,259,Chinese Food,Vegetarian,770
5867,Charlotte Praline,160,Hawaiian Food,Non-Vegetarian,790
5868,"Cote de Boeuf Henri IV min 2 a couv. a  Oksekotelet stegt pa grill, serveret med frisk braiseret gronsag, pommes au four og sauce bearnaise, Rib steak of beef with baked potato and sauce bearnaise",487,Belgian Foods,Vegetarian,420
5869,Gibley,585,Scottish Food,Non-Vegetarian,230
5870,The Virgin-Lobster Tails Tiny Norwegian lobster tails breaded in fresh crumbs and fried with fresh parsley and sauce remoulade,339,Salvadorian Food,Non-Vegetarian,360
5871,Tournedos Monte Carlos,281,Tibetan Food,Non-Vegetarian,650
5872,Shad Roe & Bacon,366,American Food,Non-Vegetarian,510
5873,"Sauté, Meunière ",462,Polish Food,Vegetarian,560
5874,"Spring Vegetable Soup, Tureen",708,Hawaiian Food,Non-Vegetarian,420
5875,"Ground sirloin steak includes Salad and Choice, Potatoes, One Green Vegetable and Beverage",674,Mormon Food,Vegetarian,660
5876,Chicken salad(dark meat),578,Scottish Food,Non-Vegetarian,130
5877,Consomme Creole,149,Chinese Food,Vegetarian,360
5878,Pie Peches,654,Mormon Food,Vegetarian,570
5879,"Chicken, Tomato & Lettuce, Crisp Bacon [club sandwich]",52,Nigerian Food,Vegetarian,170
5880,"Java, Oolong, English Breakfast, Ceylon, Green or Orange Pekoe tea with milk",427,Portuguese Food,Non-Vegetarian,540
5881,Omelet,138,Hawaiian Food,Non-Vegetarian,130
5882,"DEVILED CRAB COUNTRY STYLE DINNER with Homemade Soup or Juice, Relish Dish, WAFFLES, Two Vegetables, Bread & Butter, Chow-Chow, Penna. Dutch Potato Filling or French Fries, Dessert, Coffee, Tea or Milk",218,Russian Food,Non-Vegetarian,240
5883,"Tom Yam Koong, Clear Shrimp Soup, Seasoned with Lime Juice, Lemon Grass and Chili",403,Swedish Food,Non-Vegetarian,430
5884,"Spiegeleier, Meyerbeer",661,Thai Food,Vegetarian,210
5885,Barbadila Cream,684,Swedish Food,Vegetarian,260
5886,Gedunstetes Obst.,278,Tahitian Food,Non-Vegetarian,200
5887,"Eggs, poached on bacon",628,Belgian Foods,Vegetarian,660
5888,"(Soup without Entree, extra)",131,Portuguese Food,Non-Vegetarian,690
5889,DEAUVILLE N.Y. STATE CHAMPAGNE BOTTLE,526,Indian Food,Non-Vegetarian,170
5890,"Schildkrotensuppe ""Lacroix""",286,German Food,Non-Vegetarian,220
5891,Mohn strudel,733,Libyan Food,Non-Vegetarian,790
5892,Rosa del rancho cigars,366,Swedish Food,Non-Vegetarian,570
5893,Kidney Brochette,108,Cuban Food,Non-Vegetarian,550
5894,Ris de Beau,341,Mormon Food,Non-Vegetarian,750
5895,Beurre Noir,251,German Food,Non-Vegetarian,530
5896,individual chicken pie,586,Greek Food,Non-Vegetarian,250
5897,Maraschino Eis,77,Spanish Food,Non-Vegetarian,120
5898,TAHONG - Mussels in Green Sauce,244,Tibetan Food,Vegetarian,530
5899,"Cream of Chicken, Reine",641,Scottish Food,Non-Vegetarian,320
5900,Piper Heidsieck (Brut) 1941,10,Greek Food,Non-Vegetarian,770
5901,Langouste fraiche prix selon grandeur,645,Haitian Food,Vegetarian,650
5902,1/2 Broiled Turkey,385,Kenyan Food,Vegetarian,690
5903,Half Chicken (cold),515,Latvian Food,Non-Vegetarian,700
5904,"Bean Soup, Pickles, Boiled Corned Beef, Boiled Cabbage, Boiled Potatoes, Apple Pie, B.B. & Coffee",229,Irish Food,Non-Vegetarian,380
5905,Broiled Clams with Chili Sauce,337,Salvadorian Food,Vegetarian,600
5906,Devils Island Dressing,608,Italian Food,Vegetarian,760
5907,Medford Whiskey,215,Tibetan Food,Non-Vegetarian,260
5908,Spaghetti a l'italienne,378,Canadian Food,Vegetarian,180
5909,Anchois pommes a l'huile,281,Irish Food,Vegetarian,590
5910,Broiled or Fried Half Spring Chicken on Toast,378,Peruvian Food,Vegetarian,390
5911,Lyonnaise Pigs' Feet,702,Algerian Food,Vegetarian,510
5912,"Frogs legs, Shanley",641,Thai Food,Non-Vegetarian,700
5913,(Roll and Butter Included with Above Platters),572,Greek Food,Non-Vegetarian,540
5914,Cafe ,483,Mexican Food,Non-Vegetarian,490
5915,broiled chicken on toast,663,Japanese Food,Non-Vegetarian,190
5916,Fried Lynnhavens,530,Italian Food,Vegetarian,380
5917,Cervelat ,23,American Food,Non-Vegetarian,180
5918,"Stangenspargel, zerlassene Butter",549,Jewish Food,Vegetarian,710
5919,Walnut and cheese sandwich,97,French Food,Vegetarian,780
5920,Madeire Cachet Vert,52,Chinese Food,Vegetarian,540
5921,Marzipan Layer Cake,150,Italian Food,Vegetarian,300
5922,"Oysters, broiled on toast, dozen",546,Greek Food,Vegetarian,470
5923,"Mountain Brook Trout Saute, Lettuce Salad, French Fried Potatoes, Coffee or Tea",317,Portuguese Food,Vegetarian,340
5924,Souffle Citron,281,Hawaiian Food,Non-Vegetarian,680
5925,potted beef with new butter beans,419,Algerian Food,Non-Vegetarian,720
5926,Poire melba,670,Canadian Food,Vegetarian,310
5927,Potatoes: French Frieds,362,Hawaiian Food,Non-Vegetarian,530
5928,Little Neck clams roast,699,American Food,Vegetarian,540
5929,Epernay Reservee,212,Brazilian Food,Non-Vegetarian,760
5930,Corned Brisket of Beef & Cabbage,451,Haitian Food,Vegetarian,760
5931,"Cube Steak,  French Fried Potatoes Hot Rolls and Butter",566,Cajun Food,Non-Vegetarian,370
5932,"Dinner - Celery, Olives, Cream Soup Reine Wilhelmine, Boiled Turbot, Sauce Mousseline, Roast Wood Grouse, Swedish Style, Brussel Sprouts, Chanterelles, New Lima Beans, Noisette Potatoes, Meringues Glace au Mocca",185,Spanish Food,Non-Vegetarian,540
5933,Tokaji - Domaine Disznoko - 6 Puttonyos - Hungary 500ml 1993,304,Portuguese Food,Vegetarian,310
5934,Pear pie,260,Brazilian Food,Non-Vegetarian,250
5935,"Fresk Mackerel, brld",673,Libyan Food,Non-Vegetarian,450
5936,Bock's Perfectos,695,Peruvian Food,Non-Vegetarian,710
5937,"braised chicken livers, champignons",241,Belgian Foods,Vegetarian,350
5938,"Porterhouse steak, double, with mushroms",150,Portuguese Food,Vegetarian,760
5939,Morgan Ginger Ale,411,Spanish Food,Vegetarian,400
5940,"Filetsteak ""Savigny"" mit jungem Gemuse u. pommes frites",22,Belgian Foods,Non-Vegetarian,540
5941,small tenderloin steak,472,Swedish Food,Vegetarian,170
5942,"Planked Steak Dinner: Tomato Juice, Grapefruit Juice, Fruit Cocktail, Pure Apple Juice, Seafood Canape, Navy Bean Soup with Vegetables, Consomme Portugaise, Jellied Madrilene, Celery, Radishes, Olives (cont. below)",343,Thai Food,Vegetarian,650
5943,Refreshing Cole Slaw,415,Turkish Food,Non-Vegetarian,450
5944,"Broiled shad, maitre d'hôtel, potatoes minute",491,Turkish Food,Vegetarian,530
5945,ROAST FRESH HAM Red Cabbage and Apple Sauce,445,Cuban Food,Vegetarian,450
5946,Jambon Grillé ,160,Latvian Food,Non-Vegetarian,390
5947,VEGETARIAN CROISSANT WITH TOSSED SALAD,297,Belgian Foods,Non-Vegetarian,730
5948,Cote de boeuf grille,210,Cajun Food,Non-Vegetarian,160
5949,"Chicken Salad Sandwich On White Bread, served with Molded Fruit Salad",457,Italian Food,Vegetarian,380
5950,Cross Bunns,211,Thai Food,Non-Vegetarian,160
5951,"Crab Flake Cocktail, Baltimore Style",107,Jewish Food,Vegetarian,590
5952,"Selected Fresh Garden Vegetables Served with Poached Egg, Including Bread or Rolls",402,Hawaiian Food,Non-Vegetarian,660
5953,"1996 BORDEAUX A.C. J. de Mare trocken, rund, voll",672,Libyan Food,Vegetarian,340
5954,"Gespickter Rehrücken in Sauerrahm, hausgemachte Spätzle und Preisselbeeren",122,Jewish Food,Vegetarian,600
5955,"Sprung Lamb, U S mint sauce",734,Haitian Food,Vegetarian,700
5956,Green tea (pot),149,Latvian Food,Non-Vegetarian,570
5957,"Grilled Lamb Chops, Garni",344,Spanish Food,Non-Vegetarian,430
5958,"Baked Seasonal Fish, Mission Style",396,Chinese Food,Vegetarian,190
5959,"Vol au Vent, Bagration",88,Tahitian Food,Vegetarian,420
5960,ROBIN THREE STAR *** COGNAC,39,Chinese Food,Non-Vegetarian,380
5961,Roastbeef with Horseradish,575,Greek Food,Vegetarian,480
5962,Chicken and Avacado Sandwich,167,Chinese Food,Non-Vegetarian,360
5963,Orleans Pudding,303,Welsh Food,Vegetarian,130
5964,Grog von Rum oder Weinbrand mit Zucker 4 cl.,702,Japanese Food,Non-Vegetarian,560
5965,Coupe Sarah Bernhardt,395,Algerian Food,Vegetarian,430
5966,Potatoes Ana,81,Cuban Food,Non-Vegetarian,690
5967,Korbels Sparkling Burgundy (Domestic),710,Libyan Food,Non-Vegetarian,340
5968,"Chicken, egg sauce",167,Canadian Food,Vegetarian,540
5969,"Sweetbreads, Mushroom Saute",354,Jewish Food,Vegetarian,530
5970,Nr. 118 Langenbach Goldlack Extra Dry,326,Hawaiian Food,Vegetarian,770
5971,"Combination Salad, Mayonnaise",692,Russian Food,Non-Vegetarian,650
5972,Smoked Ox Tongue & Turnips,609,Salvadorian Food,Vegetarian,740
5973,Puffed Wheat with Cream,735,Mormon Food,Non-Vegetarian,640
5974,"Mumm Cordon Rouge, brut",168,German Food,Vegetarian,190
5975,Lyonnaise potatoes with orders,571,Greek Food,Vegetarian,720
5976,Rasher of Bacon or Tomato Sauce with Steaks or Chops,489,British Food,Vegetarian,140
5977,Souffle Glace Tutti Frutti,464,Canadian Food,Non-Vegetarian,430
5978,Amontillado Sherry... drink,608,Italian Food,Vegetarian,790
5979,"CHUCK WAGON, with wok-sauteed extra-lean marinated beef cubes",285,Jewish Food,Non-Vegetarian,530
5980,Tomato Surprise a la Russe,125,Latvian Food,Non-Vegetarian,600
5981,"Deutz & Geldermann, Gold Label 1898",188,Mexican Food,Vegetarian,430
5982,Raisin Bread and butter,556,Polish Food,Non-Vegetarian,520
5983,"CHEF'S SALAD BOWL (Julienne of Ox-Tongue, Ham, Turkey, Swiss Cheese, Tomato and Egg with India House Dressing)",472,Russian Food,Non-Vegetarian,200
5984,Brusels Sprouts,737,Portuguese Food,Vegetarian,660
5985,B. & G. Cognac Vierge,461,Cajun Food,Vegetarian,220
5986,"Salade Dandelion, fines herbes",609,Belgian Foods,Non-Vegetarian,780
5987,"Boiled, Beef, a-la-mode",404,Tibetan Food,Non-Vegetarian,330
5988,cucumber or romaine salad,432,German Food,Vegetarian,670
5989,House Special Soup w. Wonton,232,Italian Food,Non-Vegetarian,420
5990,"Bass & Co.'s Pale Ale, mug",52,Chinese Food,Vegetarian,660
5991,St. Galler Biberle,292,Haitian Food,Non-Vegetarian,260
5992,"Half Roast Mallard Duck, game sauce",3,Irish Food,Non-Vegetarian,420
5993,Fried filet plaice ,345,Cajun Food,Non-Vegetarian,570
5994,Harper's ,629,Jewish Food,Vegetarian,770
5995,Brandied Peach Flambee,239,Thai Food,Non-Vegetarian,640
5996,Rognons de Veau au Chablis,647,Cuban Food,Non-Vegetarian,520
5997,John Haig Gold Label,469,Canadian Food,Non-Vegetarian,530
5998,english breakfast tea,711,Mexican Food,Vegetarian,200
5999,Charlotte a la vanilla,284,Scottish Food,Non-Vegetarian,570
6000,"Bonny Doon Riesling Pacific Rim 1995, Calif.",196,Scottish Food,Vegetarian,570
6001,"Timbales de riz de veau, Champons frais",108,Indian Food,Non-Vegetarian,320
6002,Louis Sherry Ice Cream,375,Tibetan Food,Non-Vegetarian,720
6003,Old Fitzgerald 100 BOURBON,591,Mormon Food,Non-Vegetarian,160
6004,Bread and butter or roll,239,Thai Food,Vegetarian,350
6005,Boiled pork with roots and horse radish,433,Mormon Food,Non-Vegetarian,380
6006,Coupe aux fruit de Florida,615,Algerian Food,Non-Vegetarian,510
6007,Pot au feau á la Ujházy,84,Italian Food,Non-Vegetarian,470
6008,"Rice, Force, Corn Flakes, Hominy or Grape Nuts, Cold",317,Tahitian Food,Non-Vegetarian,710
6009,"Lynnhaven or Saddle Rock oysters, Fried",513,Algerian Food,Non-Vegetarian,330
6010,Saumon bouilli,274,Haitian Food,Non-Vegetarian,340
6011,Stuffed Pig's Head Cold Mustard Sauce,375,Salvadorian Food,Non-Vegetarian,700
6012,Risotto con funghi,111,Cuban Food,Non-Vegetarian,490
6013,Creme brulee a la vanille,69,Kenyan Food,Non-Vegetarian,710
6014,Szofrua z bazantow (chaud-froid de faisan),536,Thai Food,Non-Vegetarian,740
6015,Grapefruit Salad with French Dressing,688,Haitian Food,Non-Vegetarian,650
6016,Broiled Filet of Sole with Lemon Butter and Wine,164,Cajun Food,Non-Vegetarian,550
6017,"FRIED CHICKEN, MARYLAND STYLE",634,Canadian Food,Vegetarian,460
6018,"Panachee, salad",530,Egyptian Food,Non-Vegetarian,470
6019,Bananes Flambées,189,Belgian Foods,Non-Vegetarian,250
6020,Hollandsche Braadworst Met Zuurkool en Gewreven Aardappelen,733,Greek Food,Vegetarian,330
6021,Meringue Glace Panache,637,Polish Food,Non-Vegetarian,400
6022,"Jose Pemartin sherry, Glass",679,French Food,Vegetarian,630
6023,Vanilla Ice Cream with Elberta Peaches,527,Algerian Food,Vegetarian,680
6024,Egg Shake ,155,Chinese Food,Non-Vegetarian,530
6025,V.I.C. Straight Rye whisky,546,Hawaiian Food,Vegetarian,140
6026,Rochester Beer on draught,7,Egyptian Food,Non-Vegetarian,380
6027,Beef with Chinese Oyster Sauce,639,Brazilian Food,Vegetarian,280
6028,1957er Chateau La Pas-Saint Georges Vin Nature Saint Georges-Saint Emilion L. Eschenauer & Co. Bordeau,8,Haitian Food,Non-Vegetarian,570
6029,Tokai Maslas,165,Turkish Food,Non-Vegetarian,210
